filename, anold chiari malformation, arachnoid cyst, cerebellah hypoplasia, cisterna magna, colphocephaly, encephalocele, holoprosencephaly, hydracenphaly, intracranial hemorrdge, intracranial tumor, mild ventriculomegaly, moderate ventriculomegaly, polencephaly, severe ventriculomegaly
cerebellah-hypoplasia_aug_1_png_jpg.rf.037b4f900e3e0759205cbfd2d4fc1f84.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
mild-ventriculomegaly-23c_aug_1_png_jpg.rf.06059795ee8f2d1d2863a4695fb03c6c.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
severe-ventriculomegaly-18a_aug_4_png_jpg.rf.0630f29d095f063bb1f61289116f59a8.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
polencephaly-24b_aug_4_png_jpg.rf.06ec234f4003561aa16ee1f500d37aec.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
encephalocele1-23a_aug_4_png_jpg.rf.05e5d182dc9a683b21c0f90723449dd5.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
encephalocele33f-image_aug_5_png_jpg.rf.0288944eb022135850e61abdc9b13087.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
mild-ventriculomegaly-30j_aug_1_png_jpg.rf.048666a3178cd706608bd3ea86fa161a.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
encephalocele-23a_aug_3_png_jpg.rf.07b7d7cf246bce097e273067e72fc773.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
moderate-ventriculomegaly-27b_aug_5_png_jpg.rf.076c6f3b2fe6a78e9c372d5350a5f414.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
colphocephaly-36c_aug_2_png_jpg.rf.03d8b9f3b7636fed86fba16623efc1bd.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
arachnoid-cyst-37b_aug_4_png_jpg.rf.080c4ea4d1c7c960a11a3b34caea59b1.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cerebellah-hypoplasia_20c_aug_3_png_jpg.rf.07ea16a94331c1b76f445466ec298259.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
encephalocele-23c_aug_2_png_jpg.rf.09d515c1bb09d9d3b6ae9b1faeb7849b.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
arachnoid-cyst-37a-_aug_1_png_jpg.rf.092e7777c095b1a60f17c22a72035d04.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polencephaly24a_aug_5_png_jpg.rf.05f24c8bb3bc94d806bcd91ec70efac7.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
cerebellah-hypoplasia_20c_aug_5_png_jpg.rf.08f4e13dc3bc4194a714ad640f9dbe69.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
moderate-ventriculomegaly-19a_aug_3_png_jpg.rf.0abf533935d6c2f98eb8ee09689ec489.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
colphocephaly-23g_aug_1_png_jpg.rf.0a28db4ce4f3a26a53db6ceeb4b8c4e0.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
moderate-ventriculomegaly-22a_aug_1_png_jpg.rf.07d22bf4e4668734835fcfc5dfef56c3.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
cerebellah-hypoplasia-20b_aug_4_png_jpg.rf.0a17bdd05721fc5d585b003c26de3799.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
severe-ventriculomegaly-19a_aug_2_png_jpg.rf.0a94fa1fe050cacad26e6a7c483b208d.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
colphocephaly_29b_aug_4_png_jpg.rf.0be4022f2603e6c095fb187f720dd836.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
m-magna-29b_aug_5_png_jpg.rf.0618bd4cdc6789cd7a1b2e8496dc1d69.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
m-magna-29n_aug_4_png_jpg.rf.0b9bd0e9c697d7f0958edc23d7878cf8.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
encephalocele1-23a_aug_4_png_jpg.rf.0d3aa85709e2e4fedd3c686692ce7cf3.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
mild-ventriculomegaly-18c_aug_4_png_jpg.rf.0c8473e40cfe5c752547e13d4450c7ec.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
polencephaly-24c_aug_1_png_jpg.rf.0ae0fa9edf28ca735d16f8e56f8ff8e6.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
encephalocele-6-32b_aug_3_png_jpg.rf.0d3757f040d6a4b54cfd209e9c6d3acf.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
severe-ventriculomegaly-18c_aug_2_png_jpg.rf.0a1822997840cb54a75d2d9ae8e99cc8.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
mild-ventriculomegaly-18b_aug_4_png_jpg.rf.0b9120c32353fcb2824589a6f9cc79d1.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
polencephaly-24b_aug_0_png_jpg.rf.0d729c67df42066588d3ef4ffdb8649c.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
mild-ventriculomegaly-18c_aug_2_png_jpg.rf.0eef7bf61d2f331e0617b46d78eacffb.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
cerebellah-hypoplasia_aug_5_png_jpg.rf.0b88dd12c2624a60d15ec599e255a93d.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hydracenphay_15j_aug_1_png_jpg.rf.0e67ce6c0dc9307b0b140412b79d56ad.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
moderate-ventriculomegaly-31b_aug_1_png_jpg.rf.0a0f36d253ed1e0573a5471cfa8042cb.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
cerebellah-hypoplasia-20a_aug_1_png_jpg.rf.0f022a16e6b765fb9e6cf62dc7763b67.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
arachnoid-cyst-36a_aug_5_png_jpg.rf.0e9e1eea53b4236e7f191ac695826eb8.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
mild-ventriculomegaly-30k_aug_1_png_jpg.rf.0da43201a51ffa214e290530d869a9e9.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
cerebellah-hypoplasia_aug_0_png_jpg.rf.0b8f00286aa8ec3466a7310fa7579d77.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
arachnoid-cyst-27a_aug_4_png_jpg.rf.0d3c967342a5dab2bc266af574bf7dc7.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cerebellah-hypoplasia_20c_aug_4_png_jpg.rf.0e37aefe8eec44235421edde19654a33.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
colphocephaly_29c_aug_0_png_jpg.rf.0f58a5725d5b2a5aaae25d0875fcca89.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
cerebellah-hypoplasia-19h_aug_1_png_jpg.rf.0b44b658dfb51936a700904fcbee5a2a.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
intracranial-tumor_32a_aug_3_png_jpg.rf.0c978e8d94118816aabddcb1c9753faf.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
m-magna-29b_aug_1_png_jpg.rf.0b78bdb0eb1e7f8facfa045bf89cb271.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cerebellah-hypoplasia_20c_aug_2_png_jpg.rf.113fd35d31b89f743c19960c6710c500.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
encephalocele-20b_aug_2_png_jpg.rf.1054b88f9f0edc88f1e4298155e944d5.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
mild-ventriculomegaly-18b_aug_3_png_jpg.rf.1096ca579d7c6345498615a383b9bd7f.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
intracranial-hemorrdge-22e_aug_2_png_jpg.rf.1218f2aa25e500c6efd20be9f7b88f15.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
mild-ventriculomegaly-26c_aug_0_png_jpg.rf.118cac08274b4f2631d040c92edd3c16.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
severe-ventriculomegaly-26c_aug_1_png_jpg.rf.1252d3377e36e9a0bdca1e4af6af9325.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
mild-ventriculomegaly-26a_aug_4_png_jpg.rf.13ef6e18ca7082d40c4c07c0252f6f81.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
moderate-ventriculomegaly-22a_aug_0_png_jpg.rf.0f04be31588620fde1e57202a12dda30.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
mild-ventriculomegaly-30j_aug_2_png_jpg.rf.11b0bfea3377b7530ec2f31016d188d3.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
polencephaly-23k_aug_0_png_jpg.rf.14b0d7fb495c462ed8d129cf6eb10be1.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
polencephaly-30j_aug_5_png_jpg.rf.1364f6521582d098c78a4d0c9ac44bfb.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
polencephaly24a_aug_4_png_jpg.rf.14ef341419971088bca5996fa5d899f4.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
cerebellah-hypoplasia_aug_0_png_jpg.rf.12c6b3ffc19811624dbe0493d535e083.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
intracranial-hemorrdge-34a_aug_3_png_jpg.rf.1343f7e8a62ec811ca082e7e27e0d031.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
polencephaly30k_aug_5_png_jpg.rf.1537f80e15d0c31c703ac57325e707be.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
mild-ventriculomegaly-26a_aug_4_png_jpg.rf.15fd6ad8a22d6d78dd3f2f661a53c0de.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
m-magna-29n_aug_5_png_jpg.rf.090a8323236802fe8c964c1ab133ed9d.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
moderate-ventriculomegaly-36b_aug_3_png_jpg.rf.0ebbb6fa9ba938f2ca392ba685586e9c.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
cerebellah-hypoplasia-19h_aug_1_png_jpg.rf.153f9cc0d5913b5fd8002873c9a20677.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
mild-ventriculomegaly-20c_aug_1_png_jpg.rf.16bc648dbede1e21199ee69675496b6d.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
encephalocele-23b_aug_4_png_jpg.rf.1489895628a21ccf68b361faf343252b.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
anold-chiari-malformation-21a_aug_4_png_jpg.rf.10e6f09d741032a9f41f82b005029d78.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
encephalocele-6-32b_aug_2_png_jpg.rf.12d3ebf1c79e4288eb8a34178942c51e.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
encephalocele-20a_aug_2_png_jpg.rf.17eab9452c6f88dd6e485023167d7774.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
cerebellah-hypoplasia_20c_aug_5_png_jpg.rf.16e06a8129f20371ede0529435277d11.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
moderate-ventriculomegaly-27c_aug_2_png_jpg.rf.11ff23115b3539b08b965c506a2a42e5.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
severe-ventriculomegaly-26c_aug_5_png_jpg.rf.18717592d6cc4e7118fa488342b08ac9.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
arachnoid-cyst35a-image_aug_2_png_jpg.rf.14b5f1de1f47861df5d886df2aae910a.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
moderate-ventriculomegaly_22b_aug_3_png_jpg.rf.10382fb54748d16dbb16610715643ca0.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
moderate-ventriculomegaly-19c-1-_aug_0_png_jpg.rf.1904c88662f7d0b7d513594c868ca143.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
mild-ventriculomegaly-30b_aug_5_png_jpg.rf.1899ddeae9e26c6d39e6b403ce07fad0.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
encephalocele-23b_aug_0_png_jpg.rf.1695f29956a331fd6d64db993f44216e.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
colphocephaly-36c_aug_5_png_jpg.rf.1b2e6fac2149eff738b1c8c0cdcd34f9.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
mild-ventriculomegaly-20a_aug_0_png_jpg.rf.1a9cff4aaae2781ace3e5a385f9a632f.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
cerebellah-hypoplasia-26a_aug_0_png_jpg.rf.199bd7877bd7e7dcf7b5ea31f118ed4f.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
moderate-ventriculomegaly-20b_aug_4_png_jpg.rf.153a88dc824d1e95e3e7f6e4e6aefea8.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
intracranial-hemorrdge-34a_aug_0_png_jpg.rf.1a10b13f9a5c44bb7b00739ca95064e0.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
encephalocele-4-32a_aug_3_png_jpg.rf.1b5fed538f15a238a4d17aa6c221caeb.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
arachnoid-cyst35a-image_aug_5_png_jpg.rf.1b54fed1817a0d5c84df6fa2e51d1a08.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
moderate-ventriculomegaly-34b_aug_5_png_jpg.rf.1a98b7aa1bb8542c11a4a45ecbf2e387.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
intracranial-tumor_32a_aug_2_png_jpg.rf.1985247925ad6b1f89a49a2c9f675601.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
moderate-ventriculomegaly19b_aug_0_png_jpg.rf.18420a9722d39101ac3428622f6e4d38.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
arachnoid-cyst-37a-_aug_3_png_jpg.rf.1bcd9ac21b6a3be5749e081458012d6b.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
moderate-ventriculomegaly-31c_aug_3_png_jpg.rf.1b4c8278e75b195819c7e57e22650ae5.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
encephalocele-4-32c_aug_3_png_jpg.rf.1bd47049f7369832d4d4c2f895a357ab.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
mild-ventriculomegaly_aug_2_png_jpg.rf.58ac9d9a61bd56ea6f8c709e1e07e610.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
encephalocele-23c_aug_5_png_jpg.rf.58bd3eec38adde766249d5697981ce7b.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
polencephaly30k_aug_2_png_jpg.rf.593dbca6f8d5d02dc965de4cda6ac740.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
encephalocele-6-32b_aug_0_png_jpg.rf.58fb41ab5d725f06a92cdaa6b9661f37.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
cerebellah-hypoplasia-26a_aug_0_png_jpg.rf.5947837b78f7d756133b09b905f7fdc7.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
moderate-ventriculomegaly-31c_aug_4_png_jpg.rf.58e1a976761e23c7559630116da1b82a.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
moderate-ventriculomegaly-31b_aug_4_png_jpg.rf.591af7f639f80b6843f1e46ef572d08a.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
moderate-ventriculomegaly-22a_aug_0_png_jpg.rf.5c46fab3231288cf1378edd9c4a52f8f.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
moderate-ventriculomegaly-27_aug_5_png_jpg.rf.5b86231fa530c7876eff21d2a1d08d11.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
m-magna-29n_aug_4_png_jpg.rf.5bd8dd26121272f89492615066509c2d.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
m-magna-29n_aug_1_png_jpg.rf.5d2c40f3798819b60b4175246d44613b.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
m-magna-29c_aug_2_png_jpg.rf.5d1ea28a3549fa2774905a9009a9c0b2.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
encephalocele-20b_aug_4_png_jpg.rf.5c3609011ca9dbda909ad0d6ef03fe66.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
mild-ventriculomegaly-24a_aug_0_png_jpg.rf.5bbef3777a51857de6962f307c69ae9b.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
moderate-ventriculomegaly_20c_aug_3_png_jpg.rf.5be86a88d158092041dfbd5200aeea93.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
colphocephaly_29b_aug_4_png_jpg.rf.5920263e75e014a8c5ba89c56f84da9c.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
m-magna-29n_aug_3_png_jpg.rf.5a02adf7334ee4ca9c68f7d837e2b148.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
encephalocele-6-32b_aug_4_png_jpg.rf.5bb1a6b41c8d31c7f30011e5095184f2.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
moderate-ventriculomegaly-36b_aug_2_png_jpg.rf.5aeb4d7fe5b51ef8300c8676e1673863.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
arachnoid-cyst-27p_aug_3_png_jpg.rf.5b1014adfc89f35aef8449dff6a0a544.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
moderate-ventriculomegaly-26_aug_2_png_jpg.rf.5c6bbf00db372e71896ec3018f0d526f.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
moderate-ventriculomegaly-31b_aug_5_png_jpg.rf.5ced8a4b7ca5f86005df532ac45ae7a6.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
cerebellah-hypoplasia_20c_aug_1_png_jpg.rf.5c503f74919012cecc192e01f236c6ef.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
encephalocele-6-32b_aug_5_png_jpg.rf.5e5a62a0f4cfc94e12803c8bd63a852d.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
encephalocele33f-image_aug_1_png_jpg.rf.5baa03bc7744e177a84c4979a1e3fb52.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
moderate-ventriculomegaly-27c_aug_1_png_jpg.rf.5ef2513c1bb2f20a87ed2c3f518dc423.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
moderate-ventriculomegaly-19a_aug_2_png_jpg.rf.5f64c3a2dc1ca11070864ab26666f3d9.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
moderate-ventriculomegaly-34a_aug_4_png_jpg.rf.5f04cf55460e9da0343fbe1fb90cdbb1.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
cerebellah-hypoplasia_20c_aug_3_png_jpg.rf.608bf8c9fcb1654a9537cb87c7539353.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
intracranial-hemorrdge-34a_aug_1_png_jpg.rf.6033b5025ba7896d3156a1bd95139b03.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
colphocephaly-36c_aug_4_png_jpg.rf.5fb40071f4531f6bfb2835aab624bfbd.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
intracranial-hemorrdge-22n_aug_5_png_jpg.rf.60cb3304388ba8ac6420bf8eaa599661.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
cerebellah-hypoplasia_aug_0_png_jpg.rf.6096e57cb49fc471329613589753ff6e.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
